raceId,driverId,stint,compound,startLap,endLap,lapsOnTire
1169,866,3,HARD,34,57,24
1169,872,1,MEDIUM,1,11,11
1169,876,1,MEDIUM,1,18,18
1169,876,2,HARD,19,57,39
1170,1,1,MEDIUM,1,10,10
1170,1,2,HARD,11,56,46
1170,4,1,HARD,1,31,31
1170,4,2,MEDIUM,32,32,1
1170,807,1,HARD,1,35,35
1170,807,2,MEDIUM,36,55,20
1170,815,1,MEDIUM,1,11,11
1170,815,2,HARD,12,55,44
1170,822,1,MEDIUM,1,10,10
1170,822,2,HARD,11,55,45
1170,830,1,SOFT,1,9,9
1170,830,2,HARD,10,45,36
1170,832,1,MEDIUM,1,9,9
1170,832,2,HARD,10,55,46
1170,839,1,HARD,1,29,29
1170,839,2,MEDIUM,30,46,17
1170,839,3,SOFT,47,55,9
1170,840,1,HARD,1,10,10
1170,842,1,MEDIUM,1,10,10
1170,842,2,HARD,11,56,46
1170,844,1,MEDIUM,1,10,10
1170,844,2,HARD,11,56,46
1170,847,1,MEDIUM,1,10,10
1170,847,2,HARD,11,56,46
1170,859,1,MEDIUM,1,9,9
1170,859,2,HARD,10,56,47
1170,860,1,MEDIUM,1,10,10
1170,860,2,HARD,11,56,46
1170,861,1,HARD,1,32,32
1170,861,2,MEDIUM,33,55,23
1170,863,1,MEDIUM,1,10,10
1170,863,2,HARD,11,56,46
1170,872,1,SOFT,1,1,1
1170,872,2,HARD,2,10,9
1170,872,3,HARD,11,56,46
1170,876,1,HARD,1,42,42
1170,876,2,MEDIUM,43,55,13
1171,1,1,MEDIUM,1,22,22
1171,1,2,HARD,23,53,31
1171,4,1,MEDIUM,1,21,21
1171,4,2,HARD,22,23,2
1171,4,3,MEDIUM,24,52,29
1171,807,1,MEDIUM,1,23,23
1171,807,2,HARD,24,53,30
1171,815,1,MEDIUM,1,21,21
1171,815,2,HARD,22,53,32
1171,822,1,HARD,1,19,19
1171,822,2,MEDIUM,20,52,33
1171,830,1,MEDIUM,1,22,22
1171,830,2,HARD,23,53,31
1171,832,1,MEDIUM,1,22,22
1171,832,2,HARD,23,53,31
1171,839,1,MEDIUM,1,19,19
1171,839,2,HARD,20,53,34
1171,840,1,MEDIUM,1,21,21
1171,840,2,HARD,22,24,3
1171,840,3,MEDIUM,25,30,6
1171,842,1,MEDIUM,1,22,22
1171,842,2,HARD,23,53,31
1171,844,1,MEDIUM,1,17,17
1171,844,2,HARD,18,53,36
1171,846,1,MEDIUM,1,16,16
1171,846,2,HARD,17,53,37
1171,847,1,MEDIUM,1,21,21
1171,847,2,HARD,22,53,32
1171,848,1,MEDIUM,1,22,22
1171,848,2,HARD,23,45,23
1171,848,3,SOFT,46,46,1
1171,848,4,SOFT,47,47,1
1171,848,5,SOFT,48,48,1
1171,848,6,SOFT,49,49,1
1171,848,7,MEDIUM,50,51,2
1171,857,1,MEDIUM,1,18,18
1171,857,2,HARD,19,53,35
1171,859,1,MEDIUM,1,22,22
1171,859,2,HARD,23,53,31
1171,860,1,MEDIUM,1,16,16
1171,860,2,HARD,17,21,5
1171,861,1,MEDIUM,1,17,17
1171,861,2,HARD,18,53,36
1171,863,1,MEDIUM,1,22,22
1171,863,2,HARD,23,53,31
1171,866,1,MEDIUM,1,22,22
1171,866,2,HARD,23,53,31
1171,872,1,MEDIUM,1,19,19
1171,872,2,HARD,20,53,34
1171,876,1,MEDIUM,1,18,18
1171,876,2,HARD,19,53,35
1172,1,1,MEDIUM,1,27,27
1172,1,2,HARD,28,57,30
1172,4,1,MEDIUM,1,41,41
1172,4,2,SOFT,42,56,15
1172,807,1,MEDIUM,1,1,1
1172,807,2,MEDIUM,2,7,6
1172,815,1,MEDIUM,1,29,29
1172,815,2,HARD,30,56,27
1172,822,1,MEDIUM,1,6,6
1172,822,2,SOFT,7,21,15
1172,822,3,MEDIUM,22,30,9
1172,822,4,MEDIUM,31,55,25
1172,830,1,MEDIUM,1,6,6
1172,830,2,HARD,7,57,51
1172,832,1,MEDIUM,1,28,28
1172,832,2,HARD,29,57,29
1172,839,1,MEDIUM,1,31,31
1172,839,2,HARD,32,56,25
1172,840,1,MEDIUM,1,21,21
1172,840,2,SOFT,22,37,16
1172,840,3,SOFT,38,56,19
1172,842,1,MEDIUM,1,5,5
1172,844,1,MEDIUM,1,21,21
1172,844,2,HARD,22,57,36
1172,846,1,MEDIUM,1,27,27
1172,846,2,HARD,28,57,30
1172,847,1,MEDIUM,1,20,20
1172,847,2,HARD,21,57,37
1172,848,1,MEDIUM,1,27,27
1172,848,2,HARD,28,57,30
1172,857,1,MEDIUM,1,28,28
1172,857,2,HARD,29,57,29
1172,859,1,MEDIUM,1,6,6
1172,860,1,MEDIUM,1,26,26
1172,860,2,HARD,27,56,30
1172,861,1,MEDIUM,1,31,31
1172,861,2,HARD,32,57,26
1172,863,1,MEDIUM,1,26,26
1172,863,2,HARD,27,57,31
1172,866,1,MEDIUM,1,32,32
1172,866,2,HARD,33,56,24
1172,872,1,HARD,1,5,5
1172,876,1,MEDIUM,1,28,28
1172,876,2,HARD,29,56,28
1173,1,1,SOFT,1,31,31
1173,1,2,MEDIUM,32,68,37
1173,4,1,SOFT,1,20,20
1173,4,2,SOFT,21,24,4
1173,807,1,INTERMEDIATE,1,2,2
1173,807,2,SOFT,3,20,18
1173,807,3,MEDIUM,21,66,46
1173,815,1,INTERMEDIATE,1,2,2
1173,815,2,SOFT,3,15,13
1173,815,3,MEDIUM,16,29,14
1173,815,4,SOFT,30,40,11
1173,822,1,INTERMEDIATE,1,3,3
1173,822,2,SOFT,4,9,6
1173,822,3,MEDIUM,10,29,20
1173,822,4,SOFT,30,49,20
1173,822,5,MEDIUM,50,64,15
1173,830,1,SOFT,1,31,31
1173,830,2,MEDIUM,32,68,37
1173,832,1,INTERMEDIATE,1,2,2
1173,832,2,MEDIUM,3,30,28
1173,832,3,MEDIUM,31,67,37
1173,839,1,SOFT,1,16,16
1173,839,2,MEDIUM,17,30,14
1173,839,3,SOFT,31,66,36
1173,840,1,SOFT,1,14,14
1173,840,2,SOFT,15,49,35
1173,840,3,MEDIUM,50,64,15
1173,842,1,MEDIUM,1,30,30
1173,842,2,HARD,31,67,37
1173,844,1,SOFT,1,31,31
1173,844,2,MEDIUM,32,68,37
1173,846,1,INTERMEDIATE,1,2,2
1173,846,2,MEDIUM,3,15,13
1173,846,3,MEDIUM,16,39,24
1173,847,1,SOFT,1,30,30
1173,848,1,SOFT,1,12,12
1173,857,1,INTERMEDIATE,1,1,1
1173,857,2,MEDIUM,2,12,11
1173,857,3,MEDIUM,13,51,39
1173,857,4,SOFT,52,66,15
1173,859,1,MEDIUM,1,30,30
1173,859,2,SOFT,31,67,37
1173,860,1,SOFT,1,30,30
1173,860,2,MEDIUM,31,67,37
1173,861,1,MEDIUM,1,30,30
1173,861,2,HARD,31,67,37
1173,863,1,SOFT,1,31,31
1173,863,2,MEDIUM,32,68,37
1173,866,1,INTERMEDIATE,1,2,2
1173,866,2,SOFT,3,18,16
1173,866,3,MEDIUM,19,66,48
1173,872,1,SOFT,1,31,31
1173,872,2,MEDIUM,32,52,21
1173,872,3,SOFT,53,62,10
1173,872,4,SOFT,63,67,5
1174,1,1,MEDIUM,1,28,28
1174,1,2,HARD,29,60,32
1174,1,3,SOFT,61,61,1
1174,1,4,SOFT,62,66,5
1174,1,5,SOFT,67,68,2
1174,1,6,SOFT,69,78,10
1174,4,1,MEDIUM,1,3,3
1174,4,2,SOFT,4,58,55
1174,4,3,SOFT,59,59,1
1174,4,4,SOFT,60,65,6
1174,4,5,SOFT,66,67,2
1174,4,6,SOFT,68,68,1
1174,4,7,SOFT,69,78,10
1174,807,1,MEDIUM,1,12,12
1174,807,2,HARD,13,58,46
1174,807,3,HARD,59,59,1
1174,807,4,HARD,60,65,6
1174,807,5,HARD,66,67,2
1174,807,6,SOFT,68,68,1
1174,807,7,SOFT,69,78,10
1174,815,1,SOFT,1,4,4
1174,815,2,MEDIUM,5,9,5
1174,815,3,MEDIUM,10,59,50
1174,815,4,SOFT,60,65,6
1174,815,5,SOFT,66,67,2
1174,815,6,SOFT,68,68,1
1174,815,7,SOFT,69,78,10
1174,822,1,SOFT,1,1,1
1174,822,2,MEDIUM,2,16,15
1174,830,1,MEDIUM,1,1,1
1174,832,1,MEDIUM,1,52,52
1174,832,2,SOFT,53,59,7
1174,832,3,SOFT,60,65,6
1174,832,4,SOFT,66,67,2
1174,832,5,SOFT,68,68,1
1174,832,6,SOFT,69,71,3
1174,839,1,MEDIUM,1,9,9
1174,839,2,HARD,10,59,50
1174,839,3,HARD,60,65,6
1174,839,4,HARD,66,67,2
1174,839,5,SOFT,68,68,1
1174,839,6,SOFT,69,78,10
1174,840,1,MEDIUM,1,4,4
1174,840,2,SOFT,5,57,53
1174,842,1,MEDIUM,1,45,45
1174,842,2,HARD,46,60,15
1174,842,3,HARD,61,66,6
1174,842,4,HARD,67,68,2
1174,842,5,SOFT,69,78,10
1174,844,1,MEDIUM,1,35,35
1174,844,2,HARD,36,60,25
1174,844,3,SOFT,61,61,1
1174,844,4,SOFT,62,65,4
1174,846,1,MEDIUM,1,44,44
1174,847,1,MEDIUM,1,31,31
1174,847,2,HARD,32,60,29
1174,847,3,SOFT,61,66,6
1174,847,4,SOFT,67,68,2
1174,847,5,SOFT,69,72,4
1174,847,6,SOFT,73,78,6
1174,848,1,MEDIUM,1,43,43
1174,848,2,SOFT,44,59,16
1174,848,3,SOFT,60,65,6
1174,848,4,SOFT,66,67,2
1174,848,5,SOFT,68,68,1
1174,848,6,SOFT,69,78,10
1174,857,1,MEDIUM,1,48,48
1174,857,2,HARD,49,59,11
1174,857,3,SOFT,60,60,1
1174,857,4,SOFT,61,66,6
1174,857,5,SOFT,67,68,2
1174,857,6,SOFT,69,78,10
1174,859,1,MEDIUM,1,44,44
1174,859,2,SOFT,45,60,16
1174,859,3,SOFT,61,66,6
1174,859,4,SOFT,67,68,2
1174,859,5,SOFT,69,78,10
1174,860,1,MEDIUM,1,1,1
1174,860,2,HARD,2,28,27
1174,861,1,MEDIUM,1,35,35
1174,861,2,HARD,36,59,24
1174,861,3,HARD,60,65,6
1174,861,4,HARD,66,67,2
1174,861,5,SOFT,68,68,1
1174,861,6,SOFT,69,78,10
1174,863,1,MEDIUM,1,37,37
1174,863,2,HARD,38,61,24
1174,863,3,SOFT,62,66,5
1174,863,4,SOFT,67,68,2
1174,863,5,SOFT,69,78,10
1174,866,1,SOFT,1,1,1
1174,866,2,HARD,2,43,42
1174,866,3,MEDIUM,44,58,15
1174,866,4,MEDIUM,59,59,1
1174,866,5,SOFT,60,65,6
1174,866,6,SOFT,66,67,2
1174,866,7,SOFT,68,68,1
1174,866,8,SOFT,69,78,10
1174,872,1,MEDIUM,1,32,32
1174,872,2,HARD,33,60,28
1174,872,3,HARD,61,66,6
1174,872,4,HARD,67,68,2
1174,872,5,SOFT,69,78,10
1174,876,1,MEDIUM,1,59,59
1174,876,2,MEDIUM,60,65,6
1174,876,3,MEDIUM,66,67,2
1174,876,4,SOFT,68,68,1
1174,876,5,SOFT,69,78,10
1175,1,1,SOFT,1,11,11
1175,1,2,HARD,12,27,16
1175,1,3,MEDIUM,28,41,14
1175,1,4,HARD,42,66,25
1175,4,1,HARD,1,21,21
1175,4,2,HARD,22,38,17
1175,807,1,SOFT,1,13,13
1175,807,2,HARD,14,29,16
1175,815,1,SOFT,1,12,12
1175,815,2,HARD,13,31,19
1175,815,3,HARD,32,39,8
1175,815,4,MEDIUM,40,63,24
1175,822,1,MEDIUM,1,14,14
1175,822,2,HARD,15,15,1
1175,830,1,SOFT,1,12,12
1175,830,2,MEDIUM,13,29,17
1175,830,3,HARD,30,40,11
1175,830,4,MEDIUM,41,66,26
1175,832,1,SOFT,1,14,14
1175,832,2,HARD,15,30,16
1175,832,3,HARD,31,55,25
1175,832,4,MEDIUM,56,64,9
1175,839,1,SOFT,1,13,13
1175,839,2,HARD,14,34,21
1175,839,3,MEDIUM,35,58,24
1175,839,4,SOFT,59,64,6
1175,840,1,HARD,1,5,5
1175,842,1,MEDIUM,1,14,14
1175,842,2,HARD,15,40,26
1175,842,3,HARD,41,65,25
1175,844,1,MEDIUM,1,16,16
1175,844,2,HARD,17,39,23
1175,844,3,HARD,40,62,23
1175,846,1,MEDIUM,1,13,13
1175,846,2,HARD,14,35,22
1175,846,3,HARD,36,66,31
1175,847,1,MEDIUM,1,12,12
1175,847,2,HARD,13,36,24
1175,847,3,HARD,37,66,30
1175,848,1,MEDIUM,1,13,13
1175,848,2,HARD,14,29,16
1175,848,3,HARD,30,34,5
1175,848,4,SOFT,35,50,16
1175,848,5,SOFT,51,55,5
1175,857,1,MEDIUM,1,14,14
1175,857,2,HARD,15,36,22
1175,857,3,HARD,37,66,30
1175,859,1,MEDIUM,1,11,11
1175,859,2,HARD,12,35,24
1175,859,3,HARD,36,65,30
1175,860,1,MEDIUM,1,18,18
1175,860,2,HARD,19,39,21
1175,860,3,SOFT,40,60,21
1175,861,1,SOFT,1,12,12
1175,861,2,HARD,13,34,22
1175,861,3,HARD,35,65,31
1175,863,1,MEDIUM,1,14,14
1175,863,2,HARD,15,37,23
1175,863,3,HARD,38,62,25
1175,866,1,MEDIUM,1,15,15
1175,866,2,HARD,16,33,18
1175,866,3,HARD,34,53,20
1175,866,4,SOFT,54,64,11
1175,872,1,MEDIUM,1,15,15
1175,872,2,HARD,16,32,17
1175,872,3,HARD,33,58,26
1175,872,4,SOFT,59,65,7
1175,876,1,MEDIUM,1,22,22
1175,876,2,HARD,23,37,15
1175,876,3,HARD,38,65,28
1176,1,1,MEDIUM,1,12,12
1176,1,2,HARD,13,25,13
1176,1,3,SOFT,26,42,17
1176,1,4,HARD,43,71,29
1176,4,1,MEDIUM,1,24,24
1176,4,2,SOFT,25,49,25
1176,4,3,SOFT,50,68,19
1176,807,1,MEDIUM,1,21,21
1176,807,2,MEDIUM,22,45,24
1176,807,3,HARD,46,70,25
1176,815,1,MEDIUM,1,4,4
1176,822,1,MEDIUM,1,2,2
1176,830,1,MEDIUM,1,18,18
1176,830,2,HARD,19,49,31
1176,830,3,HARD,50,71,22
1176,832,1,SOFT,1,14,14
1176,832,2,MEDIUM,15,24,10
1176,839,1,MEDIUM,1,18,18
1176,839,2,MEDIUM,19,33,15
1176,839,3,HARD,34,69,36
1176,840,1,MEDIUM,1,24,24
1176,840,2,SOFT,25,45,21
1176,842,1,MEDIUM,1,13,13
1176,842,2,HARD,14,38,25
1176,842,3,MEDIUM,39,51,13
1176,842,4,SOFT,52,70,19
1176,844,1,MEDIUM,1,13,13
1176,844,2,HARD,14,37,24
1176,844,3,HARD,38,59,22
1176,844,4,SOFT,60,71,12
1176,846,1,MEDIUM,1,21,21
1176,846,2,HARD,22,47,26
1176,846,3,HARD,48,71,24
1176,847,1,MEDIUM,1,19,19
1176,847,2,HARD,20,43,24
1176,847,3,HARD,44,71,28
1176,848,1,MEDIUM,1,18,18
1176,848,2,MEDIUM,19,37,19
1176,848,3,HARD,38,69,32
1176,857,1,MEDIUM,1,19,19
1176,857,2,HARD,20,42,23
1176,857,3,HARD,43,71,29
1176,859,1,MEDIUM,1,19,19
1176,859,2,HARD,20,45,26
1176,859,3,MEDIUM,46,70,25
1176,860,1,MEDIUM,1,24,24
1176,860,2,HARD,25,45,21
1176,860,3,MEDIUM,46,70,25
1176,861,1,MEDIUM,1,20,20
1176,861,2,HARD,21,46,26
1176,861,3,MEDIUM,47,70,24
1176,863,1,MEDIUM,1,24,24
1176,863,2,HARD,25,51,27
1176,863,3,HARD,52,71,20
1176,866,1,SOFT,1,17,17
1176,866,2,MEDIUM,18,44,27
1176,866,3,HARD,45,70,26
1176,872,1,MEDIUM,1,18,18
1176,872,2,MEDIUM,19,40,22
1176,872,3,HARD,41,71,31
1176,876,1,MEDIUM,1,18,18
1176,876,2,HARD,19,46,28
1176,876,3,MEDIUM,47,70,24
1177,1,1,MEDIUM,1,23,23
1177,1,2,HARD,24,48,25
1177,1,3,SOFT,49,52,4
1177,4,1,MEDIUM,1,20,20
1177,4,2,HARD,21,46,26
1177,4,3,SOFT,47,51,5
1177,807,1,MEDIUM,1,17,17
1177,807,2,HARD,18,34,17
1177,807,3,SOFT,35,37,3
1177,815,1,MEDIUM,1,21,21
1177,815,2,HARD,22,46,25
1177,815,3,SOFT,47,52,6
1177,822,1,MEDIUM,1,29,29
1177,822,2,HARD,30,46,17
1177,822,3,SOFT,47,52,6
1177,830,1,MEDIUM,1,17,17
1177,830,2,HARD,18,38,21
1177,830,3,MEDIUM,39,47,9
1177,832,1,MEDIUM,1,20,20
1177,832,2,HARD,21,48,28
1177,832,3,SOFT,49,52,4
1177,839,1,MEDIUM,1,21,21
1177,839,2,HARD,22,47,26
1177,839,3,SOFT,48,52,5
1177,840,1,MEDIUM,1,18,18
1177,840,2,HARD,19,46,28
1177,840,3,SOFT,47,51,5
1177,842,1,MEDIUM,1,23,23
1177,842,2,HARD,24,48,25
1177,842,3,SOFT,49,52,4
1177,844,1,MEDIUM,1,25,25
1177,844,2,HARD,26,48,23
1177,844,3,SOFT,49,52,4
1177,846,1,MEDIUM,1,28,28
1177,846,2,HARD,29,38,10
1177,846,3,MEDIUM,39,48,10
1177,846,4,SOFT,49,52,4
1177,847,1,MEDIUM,1,23,23
1177,847,2,HARD,24,34,11
1177,847,3,MEDIUM,35,52,18
1177,848,1,MEDIUM,1,1,1
1177,848,2,HARD,2,14,13
1177,848,3,MEDIUM,15,23,9
1177,848,4,SOFT,24,35,12
1177,848,5,SOFT,36,40,5
1177,848,6,SOFT,41,43,3
1177,857,1,MEDIUM,1,2,2
1177,857,2,HARD,3,36,34
1177,857,3,MEDIUM,37,47,11
1177,857,4,SOFT,48,52,5
1177,859,1,MEDIUM,1,28,28
1177,859,2,HARD,29,47,19
1177,859,3,SOFT,48,52,5
1177,860,1,MEDIUM,1,29,29
1177,860,2,HARD,30,47,18
1177,860,3,SOFT,48,52,5
1177,861,1,MEDIUM,1,22,22
1177,861,2,HARD,23,47,25
1177,861,3,SOFT,48,52,5
1177,863,1,MEDIUM,1,35,35
1177,863,2,HARD,36,41,6
1177,863,3,MEDIUM,42,43,2
1177,863,4,MEDIUM,44,52,9
1177,866,1,MEDIUM,1,26,26
1177,866,2,HARD,27,47,21
1177,866,3,SOFT,48,52,5
1177,872,1,MEDIUM,1,19,19
1177,872,2,HARD,20,38,19
1177,872,3,MEDIUM,39,47,9
1177,872,4,SOFT,48,52,5
1177,876,1,MEDIUM,1,27,27
1177,876,2,HARD,28,47,20
1177,876,3,SOFT,48,52,5
1178,1,1,MEDIUM,1,20,20
1178,1,2,HARD,21,44,24
1178,4,1,HARD,1,19,19
1178,4,2,SOFT,20,31,12
1178,4,3,HARD,32,42,11
1178,807,1,MEDIUM,1,20,20
1178,807,2,HARD,21,44,24
1178,815,1,HARD,1,1,1
1178,815,2,SOFT,2,12,11
1178,815,3,HARD,13,13,1
1178,822,1,SOFT,1,1,1
1178,822,2,HARD,2,32,31
1178,822,3,SOFT,33,43,11
1178,830,1,MEDIUM,1,17,17
1178,830,2,HARD,18,44,27
1178,832,1,SOFT,1,14,14
1178,832,2,HARD,15,44,30
1178,839,1,MEDIUM,1,1,1
1178,839,2,HARD,2,16,15
1178,839,3,HARD,17,44,28
1178,840,1,HARD,1,17,17
1178,840,2,SOFT,18,25,8
1178,842,1,MEDIUM,1,14,14
1178,842,2,HARD,15,44,30
1178,844,1,MEDIUM,1,20,20
1178,844,2,HARD,21,44,24
1178,846,1,HARD,1,30,30
1178,846,2,MEDIUM,31,44,14
1178,847,1,MEDIUM,1,1,1
1178,848,1,MEDIUM,1,18,18
1178,848,2,HARD,19,44,26
1178,857,1,MEDIUM,1,20,20
1178,857,2,HARD,21,44,24
1178,859,1,MEDIUM,1,15,15
1178,859,2,HARD,16,44,29
1178,860,1,MEDIUM,1,1,1
1178,860,2,HARD,2,20,19
1178,860,3,HARD,21,44,24
1178,861,1,MEDIUM,1,15,15
1178,861,2,HARD,16,44,29
1178,863,1,MEDIUM,1,18,18
1178,863,2,SOFT,19,44,26
1178,866,1,MEDIUM,1,20,20
1178,866,2,HARD,21,44,24
1178,872,1,HARD,1,1,1
1178,872,2,MEDIUM,2,2,1
1178,872,3,HARD,3,20,18
1178,872,4,HARD,21,44,24
1178,876,1,MEDIUM,1,16,16
1178,876,2,HARD,17,44,28
1179,1,1,SOFT,1,13,13
1179,1,2,HARD,14,30,17
1179,1,3,HARD,31,56,26
1179,1,4,SOFT,57,70,14
1179,4,1,SOFT,1,34,34
1179,4,2,MEDIUM,35,55,21
1179,4,3,SOFT,56,69,14
1179,807,1,MEDIUM,1,19,19
1179,807,2,HARD,20,39,20
1179,807,3,SOFT,40,69,30
1179,815,1,MEDIUM,1,21,21
1179,815,2,\N,22,46,25
1179,815,3,SOFT,47,48,2
1179,822,1,MEDIUM,1,14,14
1179,830,1,MEDIUM,1,14,14
1179,830,2,HARD,15,41,27
1179,830,3,SOFT,42,70,29
1179,832,1,SOFT,1,18,18
1179,832,2,MEDIUM,19,43,25
1179,832,3,SOFT,44,54,11
1179,832,4,SOFT,55,68,14
1179,839,1,MEDIUM,1,17,17
1179,839,2,HARD,18,35,18
1179,839,3,HARD,36,68,33
1179,840,1,SOFT,1,8,8
1179,840,2,MEDIUM,9,37,29
1179,840,3,SOFT,38,69,32
1179,842,1,MEDIUM,1,16,16
1179,842,2,HARD,17,39,23
1179,842,3,HARD,40,55,16
1179,842,4,SOFT,56,69,14
1179,844,1,SOFT,1,16,16
1179,844,2,HARD,17,36,20
1179,844,3,HARD,37,56,20
1179,844,4,SOFT,57,70,14
1179,846,1,MEDIUM,1,17,17
1179,846,2,HARD,18,39,22
1179,846,3,HARD,40,56,17
1179,846,4,SOFT,57,70,14
1179,847,1,MEDIUM,1,27,27
1179,847,2,HARD,28,54,27
1179,847,3,HARD,55,70,16
1179,848,1,MEDIUM,1,26,26
1179,848,2,HARD,27,54,28
1179,848,3,SOFT,55,68,14
1179,857,1,MEDIUM,1,16,16
1179,857,2,HARD,17,33,17
1179,857,3,HARD,34,56,23
1179,859,1,MEDIUM,1,21,21
1179,859,2,HARD,22,42,21
1179,859,3,SOFT,43,69,27
1179,860,1,MEDIUM,1,22,22
1179,860,2,HARD,23,42,20
1179,860,3,HARD,43,68,26
1179,861,1,MEDIUM,1,15,15
1179,861,2,HARD,16,37,22
1179,861,3,HARD,38,68,31
1179,863,1,MEDIUM,1,22,22
1179,863,2,HARD,23,53,31
1179,863,3,HARD,54,70,17
1179,866,1,SOFT,1,29,29
1179,866,2,HARD,30,69,40
1179,872,1,MEDIUM,1,19,19
1179,872,2,HARD,20,42,23
1179,872,3,HARD,43,70,28
1179,876,1,MEDIUM,1,20,20
1179,876,2,HARD,21,69,49
