raceId,driverId,session,position,bestLapTime,laps
1171,4,FP3,22,0 days 00:01:33.529000,14
1172,844,FP1,1,0 days 00:01:29.310000,41
1172,830,FP1,2,0 days 00:01:29.607000,41
1172,857,FP1,3,0 days 00:01:29.758000,35
1172,1,FP1,4,0 days 00:01:29.777000,35
1172,863,FP1,5,0 days 00:01:30.079000,24
1172,847,FP1,6,0 days 00:01:30.100000,34
1172,846,FP1,7,0 days 00:01:30.208000,35
1172,842,FP1,8,0 days 00:01:30.587000,34
1172,872,FP1,9,0 days 00:01:30.873000,40
1172,832,FP1,10,0 days 00:01:30.930000,37
1172,861,FP1,11,0 days 00:01:31.015000,33
1172,848,FP1,12,0 days 00:01:31.024000,39
1172,860,FP1,13,0 days 00:01:31.091000,35
1172,866,FP1,14,0 days 00:01:31.111000,28
1172,807,FP1,15,0 days 00:01:31.595000,33
1172,839,FP1,16,0 days 00:01:31.635000,36
1172,859,FP1,17,0 days 00:01:31.648000,41
1172,815,FP1,18,0 days 00:01:32.047000,25
1172,4,FP1,19,0 days 00:01:32.593000,29
1172,822,FP1,20,0 days 00:01:32.762000,33
1172,876,FP1,21,0 days 00:01:32.862000,41
1172,840,FP1,22,0 days 00:01:32.959000,28
1173,863,FP1,1,0 days 00:01:13.402000,33
1173,847,FP1,2,0 days 00:01:13.544000,35
1173,1,FP1,3,0 days 00:01:14.176000,36
1173,844,FP1,4,0 days 00:01:14.355000,36
1173,830,FP1,5,0 days 00:01:14.366000,31
1173,846,FP1,6,0 days 00:01:14.799000,32
1173,857,FP1,7,0 days 00:01:14.963000,32
1173,876,FP1,8,0 days 00:01:15.452000,33
1173,807,FP1,9,0 days 00:01:15.698000,28
1173,4,FP1,10,0 days 00:01:15.863000,31
1173,866,FP1,11,0 days 00:01:16.214000,33
1173,872,FP1,12,0 days 00:01:16.253000,29
1173,839,FP1,13,0 days 00:01:16.497000,32
1173,848,FP1,14,0 days 00:01:16.642000,15
1173,832,FP1,15,0 days 00:01:16.660000,36
1173,842,FP1,16,0 days 00:01:16.809000,29
1173,840,FP1,17,0 days 00:01:16.978000,30
1173,859,FP1,18,0 days 00:01:17.431000,5
1173,860,FP1,19,0 days 00:01:17.770000,26
1173,822,FP1,20,0 days 00:01:17.868000,28
1173,815,FP1,21,0 days 00:01:17.926000,28
1174,844,FP1,1,0 days 00:01:13.978000,31
1174,1,FP1,2,0 days 00:01:14.204000,28
1174,830,FP1,3,0 days 00:01:14.491000,26
1174,863,FP1,4,0 days 00:01:14.537000,31
1174,847,FP1,5,0 days 00:01:14.983000,29
1174,846,FP1,6,0 days 00:01:15.291000,27
1174,807,FP1,7,0 days 00:01:15.343000,27
1174,857,FP1,8,0 days 00:01:15.565000,29
1174,866,FP1,9,0 days 00:01:15.750000,31
1174,842,FP1,10,0 days 00:01:15.828000,32
1174,848,FP1,11,0 days 00:01:15.989000,33
1174,832,FP1,12,0 days 00:01:16.041000,31
1174,872,FP1,13,0 days 00:01:16.148000,14
1174,815,FP1,14,0 days 00:01:16.170000,28
1174,861,FP1,15,0 days 00:01:16.189000,32
1174,860,FP1,16,0 days 00:01:16.292000,31
1174,839,FP1,17,0 days 00:01:16.333000,31
1174,876,FP1,18,0 days 00:01:16.389000,34
1174,859,FP1,19,0 days 00:01:16.431000,31
1174,4,FP1,20,0 days 00:01:16.678000,21
1174,822,FP1,21,0 days 00:01:17.460000,27
1174,840,FP1,22,0 days 00:01:17.556000,16
1174,1,FP2,1,0 days 00:01:13.026000,36
1174,844,FP2,2,0 days 00:01:13.137000,36
1174,830,FP2,3,0 days 00:01:13.194000,35
1174,847,FP2,4,0 days 00:01:13.405000,35
1174,863,FP2,5,0 days 00:01:13.529000,35
1174,872,FP2,6,0 days 00:01:14.087000,24
1174,857,FP2,7,0 days 00:01:14.088000,31
1174,807,FP2,8,0 days 00:01:14.094000,34
1174,866,FP2,9,0 days 00:01:14.359000,35
1174,860,FP2,10,0 days 00:01:14.456000,37
1174,842,FP2,11,0 days 00:01:14.497000,37
1174,832,FP2,12,0 days 00:01:14.512000,34
1174,848,FP2,13,0 days 00:01:14.600000,39
1174,876,FP2,14,0 days 00:01:14.748000,37
1174,861,FP2,15,0 days 00:01:14.758000,31
1174,859,FP2,16,0 days 00:01:14.785000,36
1174,839,FP2,17,0 days 00:01:14.845000,35
1174,815,FP2,18,0 days 00:01:15.116000,31
1174,846,FP2,19,0 days 00:01:15.274000,8
1174,4,FP2,20,0 days 00:01:15.294000,30
1174,822,FP2,21,0 days 00:01:15.759000,28
1174,840,FP2,22,0 days 00:01:16.174000,27
1174,863,FP3,1,0 days 00:01:12.720000,22
1174,844,FP3,2,0 days 00:01:13.047000,32
1174,1,FP3,3,0 days 00:01:13.051000,30
1174,847,FP3,4,0 days 00:01:13.483000,23
1174,830,FP3,5,0 days 00:01:13.662000,23
1174,857,FP3,6,0 days 00:01:13.698000,20
1174,866,FP3,7,0 days 00:01:13.820000,27
1174,872,FP3,8,0 days 00:01:13.877000,25
1174,846,FP3,9,0 days 00:01:14.006000,24
1174,807,FP3,10,0 days 00:01:14.050000,22
1174,839,FP3,11,0 days 00:01:14.278000,24
1174,832,FP3,12,0 days 00:01:14.336000,26
1174,842,FP3,13,0 days 00:01:14.480000,22
1174,860,FP3,14,0 days 00:01:14.487000,18
1174,859,FP3,15,0 days 00:01:14.587000,27
1174,848,FP3,16,0 days 00:01:14.801000,24
1174,876,FP3,17,0 days 00:01:14.918000,24
1174,815,FP3,18,0 days 00:01:14.945000,19
1174,861,FP3,19,0 days 00:01:15.179000,21
1174,822,FP3,20,0 days 00:01:15.451000,17
1174,4,FP3,21,0 days 00:01:15.567000,26
1174,840,FP3,22,0 days 00:01:15.921000,22
1175,847,FP1,1,0 days 00:01:16.363000,27
1175,857,FP1,2,0 days 00:01:16.566000,29
1175,844,FP1,3,0 days 00:01:16.883000,29
1175,830,FP1,4,0 days 00:01:17.047000,29
1175,859,FP1,5,0 days 00:01:17.472000,24
1175,876,FP1,6,0 days 00:01:17.804000,29
1175,861,FP1,7,0 days 00:01:17.893000,28
1175,860,FP1,8,0 days 00:01:18.172000,25
1175,866,FP1,9,0 days 00:01:18.209000,28
1175,832,FP1,10,0 days 00:01:18.293000,27
1175,839,FP1,11,0 days 00:01:18.372000,27
1175,842,FP1,12,0 days 00:01:18.508000,23
1175,822,FP1,13,0 days 00:01:18.914000,23
1175,4,FP1,14,0 days 00:01:20.067000,23
1175,840,FP1,15,0 days 00:01:20.318000,21
1175,846,FP2,1,0 days 00:01:15.426000,30
1175,847,FP2,2,0 days 00:01:15.435000,28
1175,857,FP2,3,0 days 00:01:15.483000,24
1175,844,FP2,4,0 days 00:01:15.799000,29
1175,863,FP2,5,0 days 00:01:16.015000,31
1175,830,FP2,6,0 days 00:01:16.321000,33
1175,876,FP2,7,0 days 00:01:16.411000,29
1175,866,FP2,8,0 days 00:01:16.611000,27
1175,1,FP2,9,0 days 00:01:16.631000,28
1175,872,FP2,10,0 days 00:01:16.674000,30
1175,807,FP2,11,0 days 00:01:16.934000,31
1175,860,FP2,12,0 days 00:01:16.945000,31
1175,859,FP2,13,0 days 00:01:16.967000,8
1175,832,FP2,14,0 days 00:01:17.020000,29
1175,861,FP2,15,0 days 00:01:17.051000,30
1175,842,FP2,16,0 days 00:01:17.260000,29
1175,839,FP2,17,0 days 00:01:17.538000,29
1175,822,FP2,18,0 days 00:01:18.225000,6
1175,848,FP2,19,0 days 00:01:18.790000,29
1175,815,FP2,20,0 days 00:01:19.261000,34
1175,4,FP2,21,0 days 00:01:19.286000,21
1175,840,FP2,22,0 days 00:01:19.459000,20
1175,847,FP3,1,0 days 00:01:15.679000,11
1175,857,FP3,2,0 days 00:01:15.893000,12
1175,844,FP3,3,0 days 00:01:15.922000,17
1175,846,FP3,4,0 days 00:01:15.925000,15
1175,1,FP3,5,0 days 00:01:16.381000,16
1175,830,FP3,6,0 days 00:01:16.434000,12
1175,863,FP3,7,0 days 00:01:16.500000,12
1175,872,FP3,8,0 days 00:01:16.684000,15
1175,807,FP3,9,0 days 00:01:16.961000,22
1175,876,FP3,10,0 days 00:01:17.020000,16
1175,866,FP3,11,0 days 00:01:17.027000,13
1175,859,FP3,12,0 days 00:01:17.324000,15
1175,842,FP3,13,0 days 00:01:17.583000,15
1175,861,FP3,14,0 days 00:01:17.625000,14
1175,832,FP3,15,0 days 00:01:17.730000,19
1175,839,FP3,16,0 days 00:01:18.040000,15
1175,860,FP3,17,0 days 00:01:18.391000,13
1175,848,FP3,18,0 days 00:01:18.412000,15
1175,815,FP3,19,0 days 00:01:18.691000,21
1175,4,FP3,20,0 days 00:01:19.496000,18
1175,822,FP3,21,0 days 00:01:19.962000,14
1175,840,FP3,22,0 days 00:01:20.103000,17
1176,863,FP1,1,0 days 00:01:07.796000,29
1176,847,FP1,2,0 days 00:01:07.836000,30
1176,857,FP1,3,0 days 00:01:07.913000,25
1176,830,FP1,4,0 days 00:01:08.077000,17
1176,1,FP1,5,0 days 00:01:08.461000,25
1176,876,FP1,6,0 days 00:01:08.726000,18
1176,846,FP1,7,0 days 00:01:08.873000,9
1176,861,FP1,8,0 days 00:01:08.962000,27
1176,860,FP1,9,0 days 00:01:09.071000,26
1176,807,FP1,10,0 days 00:01:09.165000,30
1176,872,FP1,11,0 days 00:01:09.481000,11
1176,822,FP1,12,0 days 00:01:09.521000,21
1176,842,FP1,13,0 days 00:01:09.546000,28
1176,848,FP1,14,0 days 00:01:09.644000,30
1176,815,FP1,15,0 days 00:01:11.283000,14
1176,4,FP1,16,0 days 00:01:11.333000,21
1176,863,FP2,1,0 days 00:01:07.014000,32
1176,857,FP2,2,0 days 00:01:07.251000,32
1176,846,FP2,3,0 days 00:01:07.339000,32
1176,830,FP2,4,0 days 00:01:07.564000,29
1176,1,FP2,5,0 days 00:01:07.611000,33
1176,847,FP2,6,0 days 00:01:07.637000,25
1176,872,FP2,7,0 days 00:01:07.758000,28
1176,844,FP2,8,0 days 00:01:07.855000,35
1176,859,FP2,9,0 days 00:01:08.235000,34
1176,866,FP2,10,0 days 00:01:08.300000,30
1176,842,FP2,11,0 days 00:01:08.376000,33
1176,876,FP2,12,0 days 00:01:08.378000,29
1176,860,FP2,13,0 days 00:01:08.532000,33
1176,807,FP2,14,0 days 00:01:08.559000,32
1176,839,FP2,15,0 days 00:01:08.830000,33
1176,861,FP2,16,0 days 00:01:08.831000,30
1176,848,FP2,17,0 days 00:01:08.838000,34
1176,832,FP2,18,0 days 00:01:09.131000,30
1176,4,FP2,19,0 days 00:01:10.544000,27
1176,840,FP2,20,0 days 00:01:10.698000,32
1176,822,FP2,21,0 days 00:01:11.307000,6
1176,847,FP3,1,0 days 00:01:07.096000,19
1176,863,FP3,2,0 days 00:01:07.134000,17
1176,1,FP3,3,0 days 00:01:07.211000,22
1176,857,FP3,4,0 days 00:01:07.344000,17
1176,846,FP3,5,0 days 00:01:07.360000,20
1176,830,FP3,6,0 days 00:01:07.369000,16
1176,844,FP3,7,0 days 00:01:07.452000,24
1176,872,FP3,8,0 days 00:01:07.912000,27
1176,859,FP3,9,0 days 00:01:08.031000,21
1176,876,FP3,10,0 days 00:01:08.109000,24
1176,842,FP3,11,0 days 00:01:08.193000,16
1176,807,FP3,12,0 days 00:01:08.303000,22
1176,866,FP3,13,0 days 00:01:08.311000,22
1176,861,FP3,14,0 days 00:01:08.394000,18
1176,860,FP3,15,0 days 00:01:08.529000,19
1176,839,FP3,16,0 days 00:01:08.707000,15
1176,832,FP3,17,0 days 00:01:08.843000,27
1176,848,FP3,18,0 days 00:01:08.992000,25
1176,815,FP3,19,0 days 00:01:09.532000,29
1176,822,FP3,20,0 days 00:01:09.740000,24
1176,4,FP3,21,0 days 00:01:10.421000,21
1176,840,FP3,22,0 days 00:01:10.567000,19
1177,1,FP1,1,0 days 00:01:29.260000,32
1177,863,FP1,2,0 days 00:01:29.473000,29
1177,844,FP1,3,0 days 00:01:29.859000,31
1177,847,FP1,4,0 days 00:01:29.938000,31
1177,857,FP1,5,0 days 00:01:30.147000,25
1177,830,FP1,6,0 days 00:01:30.240000,27
1177,846,FP1,7,0 days 00:01:30.288000,27
1177,872,FP1,8,0 days 00:01:30.338000,28
1177,807,FP1,9,0 days 00:01:30.743000,29
1177,859,FP1,10,0 days 00:01:30.850000,28
1177,861,FP1,11,0 days 00:01:30.966000,28
1177,866,FP1,12,0 days 00:01:31.035000,28
1177,876,FP1,13,0 days 00:01:31.339000,32
1177,860,FP1,14,0 days 00:01:31.373000,27
1177,839,FP1,15,0 days 00:01:31.684000,27
1177,832,FP1,16,0 days 00:01:31.684000,33
1177,848,FP1,17,0 days 00:01:31.697000,30
1177,822,FP1,18,0 days 00:01:32.150000,22
1177,842,FP1,19,0 days 00:01:32.195000,25
1177,815,FP1,20,0 days 00:01:32.241000,23
1177,4,FP1,21,0 days 00:01:32.957000,25
1177,840,FP1,22,0 days 00:01:33.130000,26
1178,830,FP1,1,0 days 00:01:47.070000,24
1178,1,FP1,2,0 days 00:01:47.215000,22
1178,844,FP1,3,0 days 00:01:47.277000,22
1178,872,FP1,4,0 days 00:01:47.322000,23
1178,857,FP1,5,0 days 00:01:47.522000,21
1178,863,FP1,6,0 days 00:01:47.603000,23
1178,846,FP1,7,0 days 00:01:47.931000,19
1178,847,FP1,8,0 days 00:01:47.959000,22
1178,876,FP1,9,0 days 00:01:48.234000,24
1178,866,FP1,10,0 days 00:01:48.406000,18
1178,859,FP1,11,0 days 00:01:48.432000,24
1178,807,FP1,12,0 days 00:01:48.962000,23
1178,860,FP1,13,0 days 00:01:49.010000,21
1178,848,FP1,14,0 days 00:01:49.337000,24
1178,861,FP1,15,0 days 00:01:49.403000,23
1178,839,FP1,16,0 days 00:01:49.449000,21
1178,842,FP1,17,0 days 00:01:49.712000,23
1178,822,FP1,18,0 days 00:01:49.839000,21
1178,815,FP1,19,0 days 00:01:50.226000,22
1178,832,FP1,20,0 days 00:01:50.862000,25
1178,840,FP1,21,0 days 00:01:52.808000,19
1178,863,FP2,1,0 days 00:01:45.944000,18
1178,846,FP2,2,0 days 00:01:46.134000,18
1178,830,FP2,3,0 days 00:01:46.416000,21
1178,1,FP2,4,0 days 00:01:46.691000,16
1178,872,FP2,5,0 days 00:01:46.714000,20
1178,857,FP2,6,0 days 00:01:46.926000,11
1178,844,FP2,7,0 days 00:01:47.035000,18
1178,861,FP2,8,0 days 00:01:47.147000,20
1178,847,FP2,9,0 days 00:01:47.229000,20
1178,876,FP2,10,0 days 00:01:47.294000,20
1178,842,FP2,11,0 days 00:01:47.360000,15
1178,859,FP2,12,0 days 00:01:47.434000,16
1178,860,FP2,13,0 days 00:01:47.792000,16
1178,866,FP2,14,0 days 00:01:47.952000,17
1178,839,FP2,15,0 days 00:01:47.958000,19
1178,848,FP2,16,0 days 00:01:48.019000,19
1178,832,FP2,17,0 days 00:01:48.256000,19
1178,807,FP2,18,0 days 00:01:48.333000,16
1178,822,FP2,19,0 days 00:01:49.199000,19
1178,815,FP2,20,0 days 00:01:49.596000,20
1178,840,FP2,21,0 days 00:01:51.131000,17
1178,4,FP2,22,0 days 00:01:51.418000,19
1178,863,FP3,1,0 days 00:01:45.990000,13
1178,846,FP3,2,0 days 00:01:46.129000,21
1178,830,FP3,3,0 days 00:01:46.138000,14
1178,847,FP3,4,0 days 00:01:46.357000,12
1178,1,FP3,5,0 days 00:01:46.382000,17
1178,844,FP3,6,0 days 00:01:46.750000,17
1178,857,FP3,7,0 days 00:01:46.785000,20
1178,807,FP3,8,0 days 00:01:46.924000,20
1178,866,FP3,9,0 days 00:01:47.049000,18
1178,872,FP3,10,0 days 00:01:47.096000,19
1178,876,FP3,11,0 days 00:01:47.176000,23
1178,859,FP3,12,0 days 00:01:47.294000,23
1178,861,FP3,13,0 days 00:01:47.904000,20
1178,860,FP3,14,0 days 00:01:47.920000,23
1178,842,FP3,15,0 days 00:01:47.949000,21
1178,848,FP3,16,0 days 00:01:47.990000,19
1178,822,FP3,17,0 days 00:01:48.644000,22
1178,832,FP3,18,0 days 00:01:48.692000,20
1178,839,FP3,19,0 days 00:01:48.730000,22
1178,815,FP3,20,0 days 00:01:48.990000,21
1178,4,FP3,21,0 days 00:01:50.155000,17
1178,840,FP3,22,0 days 00:01:50.631000,15
1179,844,FP1,1,0 days 00:01:19.075000,19
1179,830,FP1,2,0 days 00:01:19.559000,25
1179,1,FP1,3,0 days 00:01:19.618000,23
1179,872,FP1,4,0 days 00:01:19.997000,25
1179,847,FP1,5,0 days 00:01:20.066000,21
1179,866,FP1,6,0 days 00:01:20.360000,30
1179,807,FP1,7,0 days 00:01:20.623000,29
1179,876,FP1,8,0 days 00:01:20.760000,28
1179,859,FP1,9,0 days 00:01:20.866000,28
1179,846,FP1,10,0 days 00:01:21.024000,26
1179,839,FP1,11,0 days 00:01:21.051000,24
1179,4,FP1,12,0 days 00:01:21.550000,20
1179,842,FP1,13,0 days 00:01:21.704000,29
1179,848,FP1,14,0 days 00:01:21.819000,28
1179,815,FP1,15,0 days 00:01:22.089000,22
1179,840,FP1,16,0 days 00:01:23.471000,11
1179,832,FP1,17,0 days 00:01:23.734000,23
1179,1,FP2,1,0 days 00:01:18.729000,26
1179,844,FP2,2,0 days 00:01:18.877000,30
1179,846,FP2,3,0 days 00:01:19.228000,30
1179,830,FP2,4,0 days 00:01:19.421000,27
1179,847,FP2,5,0 days 00:01:19.662000,30
1179,872,FP2,6,0 days 00:01:19.800000,20
1179,859,FP2,7,0 days 00:01:20.041000,29
1179,857,FP2,8,0 days 00:01:20.101000,28
1179,807,FP2,9,0 days 00:01:20.125000,30
1179,876,FP2,10,0 days 00:01:20.253000,29
1179,866,FP2,11,0 days 00:01:20.474000,27
1179,839,FP2,12,0 days 00:01:20.557000,26
1179,863,FP2,13,0 days 00:01:20.693000,30
1179,842,FP2,14,0 days 00:01:20.816000,24
1179,860,FP2,15,0 days 00:01:20.950000,28
1179,848,FP2,16,0 days 00:01:20.973000,33
1179,4,FP2,17,0 days 00:01:21.348000,24
1179,832,FP2,18,0 days 00:01:21.426000,31
1179,822,FP2,19,0 days 00:01:21.442000,31
1179,815,FP2,20,0 days 00:01:21.792000,28
1179,861,FP2,21,0 days 00:01:22.105000,11
1179,846,FP3,1,0 days 00:01:17.939000,20
1179,1,FP3,2,0 days 00:01:18.056000,22
1179,863,FP3,3,0 days 00:01:18.068000,16
1179,844,FP3,4,0 days 00:01:18.291000,24
1179,857,FP3,5,0 days 00:01:18.438000,22
1179,847,FP3,6,0 days 00:01:18.541000,18
1179,830,FP3,7,0 days 00:01:18.656000,14
1179,872,FP3,8,0 days 00:01:18.943000,17
1179,859,FP3,9,0 days 00:01:19.088000,23
1179,807,FP3,10,0 days 00:01:19.160000,24
1179,866,FP3,11,0 days 00:01:19.338000,22
1179,842,FP3,12,0 days 00:01:19.723000,20
1179,876,FP3,13,0 days 00:01:19.895000,6
1179,861,FP3,14,0 days 00:01:20.055000,30
1179,839,FP3,15,0 days 00:01:20.295000,18
1179,860,FP3,16,0 days 00:01:20.312000,14
1179,4,FP3,17,0 days 00:01:20.393000,17
1179,848,FP3,18,0 days 00:01:20.623000,13
1179,832,FP3,19,0 days 00:01:20.660000,17
1179,840,FP3,20,0 days 00:01:20.933000,20
1179,822,FP3,21,0 days 00:01:21.299000,15
